timestamp_localtime,experiment,pioreactor_unit,timestamp,od_reading,angle,channel
2024-11-07 13:55:36,Calibration4,worker2,2024-11-07T21:55:36.031721Z,0.34696513543134644,90,2
2024-11-07 13:55:41,Calibration4,worker2,2024-11-07T21:55:41.030446Z,0.34404928070968815,90,2
2024-11-07 13:55:46,Calibration4,worker2,2024-11-07T21:55:46.030013Z,0.35915103209283306,90,2
2024-11-07 13:55:51,Calibration4,worker2,2024-11-07T21:55:51.030398Z,0.3472703615040844,90,2
2024-11-07 13:55:56,Calibration4,worker2,2024-11-07T21:55:56.031291Z,0.34329644653888913,90,2
2024-11-07 13:56:01,Calibration4,worker2,2024-11-07T21:56:01.030297Z,0.3457924177290624,90,2
2024-11-07 13:56:06,Calibration4,worker2,2024-11-07T21:56:06.030027Z,0.34689945009170364,90,2
2024-11-07 13:56:11,Calibration4,worker2,2024-11-07T21:56:11.030300Z,0.3454992725562766,90,2
2024-11-07 13:56:16,Calibration4,worker2,2024-11-07T21:56:16.029804Z,0.34664321879130255,90,2
2024-11-07 13:56:21,Calibration4,worker2,2024-11-07T21:56:21.030217Z,0.34509149282019724,90,2
2024-11-07 13:56:26,Calibration4,worker2,2024-11-07T21:56:26.030010Z,0.3557402314417534,90,2
2024-11-07 13:56:31,Calibration4,worker2,2024-11-07T21:56:31.030578Z,0.3403765022830524,90,2
2024-11-07 13:56:36,Calibration4,worker2,2024-11-07T21:56:36.036443Z,0.3407143037504396,90,2
2024-11-07 13:56:41,Calibration4,worker2,2024-11-07T21:56:41.031011Z,0.35535757504730914,90,2
2024-11-07 13:57:23,Calibration4,worker3,2024-11-07T21:57:23.594810Z,0.2252073658719294,90,2
2024-11-07 13:57:28,Calibration4,worker3,2024-11-07T21:57:28.589018Z,0.22149535960000524,90,2
2024-11-07 13:57:33,Calibration4,worker3,2024-11-07T21:57:33.587314Z,0.216186876642205,90,2
2024-11-07 13:57:38,Calibration4,worker3,2024-11-07T21:57:38.589197Z,0.21737856509111905,90,2
2024-11-07 13:57:43,Calibration4,worker3,2024-11-07T21:57:43.587340Z,0.21857044289621613,90,2
2024-11-07 13:57:48,Calibration4,worker3,2024-11-07T21:57:48.586778Z,0.21847051012838062,90,2
2024-11-07 13:57:53,Calibration4,worker3,2024-11-07T21:57:53.586920Z,0.21399292163134867,90,2
2024-11-07 13:57:58,Calibration4,worker3,2024-11-07T21:57:58.586762Z,0.21696613872442252,90,2
2024-11-07 13:58:03,Calibration4,worker3,2024-11-07T21:58:03.587025Z,0.2161553956342791,90,2
2024-11-07 13:58:08,Calibration4,worker3,2024-11-07T21:58:08.587316Z,0.21790634479307075,90,2
2024-11-07 13:58:13,Calibration4,worker3,2024-11-07T21:58:13.586683Z,0.21516934912484875,90,2
2024-11-07 13:58:18,Calibration4,worker3,2024-11-07T21:58:18.587395Z,0.2143551419790442,90,2
2024-11-07 13:58:23,Calibration4,worker3,2024-11-07T21:58:23.587470Z,0.21448259933407327,90,2
2024-11-07 13:58:28,Calibration4,worker3,2024-11-07T21:58:28.587112Z,0.213777730073348,90,2
2024-11-07 13:58:33,Calibration4,worker3,2024-11-07T21:58:33.587025Z,0.21181468078826485,90,2
2024-11-07 13:58:38,Calibration4,worker3,2024-11-07T21:58:38.588816Z,0.21538066945660966,90,2
2024-11-07 13:58:43,Calibration4,worker3,2024-11-07T21:58:43.586809Z,0.21870267247374453,90,2
2024-11-07 13:58:48,Calibration4,worker3,2024-11-07T21:58:48.586726Z,0.21778638451820945,90,2
2024-11-07 13:58:53,Calibration4,worker3,2024-11-07T21:58:53.586725Z,0.2173266379989902,90,2
2024-11-07 13:58:58,Calibration4,worker3,2024-11-07T21:58:58.586315Z,0.2175452014400487,90,2
2024-11-07 13:59:03,Calibration4,worker3,2024-11-07T21:59:03.587132Z,0.21601910526908313,90,2
2024-11-07 13:59:08,Calibration4,worker3,2024-11-07T21:59:08.587262Z,0.21489719953232236,90,2
2024-11-07 13:59:13,Calibration4,worker3,2024-11-07T21:59:13.587682Z,0.21567525738505888,90,2
2024-11-07 13:59:18,Calibration4,worker3,2024-11-07T21:59:18.587734Z,0.21858051075267262,90,2
2024-11-07 13:59:23,Calibration4,worker3,2024-11-07T21:59:23.587568Z,0.21428640556404444,90,2
2024-11-07 13:59:28,Calibration4,worker3,2024-11-07T21:59:28.587222Z,0.2201561264679325,90,2
2024-11-07 13:59:33,Calibration4,worker3,2024-11-07T21:59:33.587604Z,0.2171359152892683,90,2
2024-11-07 13:59:38,Calibration4,worker3,2024-11-07T21:59:38.587285Z,0.21665329593105528,90,2
2024-11-07 13:59:43,Calibration4,worker3,2024-11-07T21:59:43.587045Z,0.21647683865641884,90,2
2024-11-07 13:59:48,Calibration4,worker3,2024-11-07T21:59:48.587387Z,0.21800264482266335,90,2
2024-11-07 13:59:53,Calibration4,worker3,2024-11-07T21:59:53.587100Z,0.21668539637980844,90,2
2024-11-07 13:59:58,Calibration4,worker3,2024-11-07T21:59:58.587420Z,0.2244794553284272,90,2
2024-11-07 14:00:03,Calibration4,worker3,2024-11-07T22:00:03.587014Z,0.2183089694938748,90,2
2024-11-07 14:00:08,Calibration4,worker3,2024-11-07T22:00:08.587235Z,0.21293903722274138,90,2
2024-11-07 14:00:13,Calibration4,worker3,2024-11-07T22:00:13.587578Z,0.22097927595203157,90,2
2024-11-07 14:00:18,Calibration4,worker3,2024-11-07T22:00:18.587579Z,0.21668109890542145,90,2
2024-11-07 14:00:23,Calibration4,worker3,2024-11-07T22:00:23.587683Z,0.2183249521247633,90,2
2024-11-07 14:00:28,Calibration4,worker3,2024-11-07T22:00:28.587452Z,0.2151308973465929,90,2
2024-11-07 14:00:33,Calibration4,worker3,2024-11-07T22:00:33.587486Z,0.21796070041655144,90,2
2024-11-07 14:00:38,Calibration4,worker3,2024-11-07T22:00:38.587681Z,0.21824259703307178,90,2
2024-11-07 14:00:43,Calibration4,worker3,2024-11-07T22:00:43.587267Z,0.22389487983700396,90,2
2024-11-07 14:01:11,Calibration4,worker4,2024-11-07T22:01:11.145591Z,0.21151257031246617,90,2
2024-11-07 14:01:16,Calibration4,worker4,2024-11-07T22:01:16.708989Z,0.21340227968911127,90,2
2024-11-07 14:01:21,Calibration4,worker4,2024-11-07T22:01:21.701800Z,0.2097223773481028,90,2
2024-11-07 14:01:26,Calibration4,worker4,2024-11-07T22:01:26.702324Z,0.21086739697695153,90,2
2024-11-07 14:01:31,Calibration4,worker4,2024-11-07T22:01:31.702643Z,0.2064184501383195,90,2
2024-11-07 14:01:36,Calibration4,worker4,2024-11-07T22:01:36.702203Z,0.20320619895529307,90,2
2024-11-07 14:01:41,Calibration4,worker4,2024-11-07T22:01:41.701855Z,0.20200430475320544,90,2
2024-11-07 14:01:46,Calibration4,worker4,2024-11-07T22:01:46.701825Z,0.20686426446143535,90,2
2024-11-07 14:01:51,Calibration4,worker4,2024-11-07T22:01:51.701861Z,0.20471034913894715,90,2
2024-11-07 14:01:56,Calibration4,worker4,2024-11-07T22:01:56.701830Z,0.20653608345061844,90,2
2024-11-07 14:02:01,Calibration4,worker4,2024-11-07T22:02:01.701931Z,0.20336353299726023,90,2
2024-11-07 14:02:06,Calibration4,worker4,2024-11-07T22:02:06.701602Z,0.20518808934330746,90,2
2024-11-07 14:02:11,Calibration4,worker4,2024-11-07T22:02:11.701880Z,0.2076079886782414,90,2
2024-11-07 14:02:16,Calibration4,worker4,2024-11-07T22:02:16.701968Z,0.20670423259163875,90,2
2024-11-07 14:02:21,Calibration4,worker4,2024-11-07T22:02:21.701757Z,0.20556203602704778,90,2
2024-11-07 14:02:26,Calibration4,worker4,2024-11-07T22:02:26.701783Z,0.20522011697325435,90,2
2024-11-07 14:02:31,Calibration4,worker4,2024-11-07T22:02:31.702128Z,0.2066118362383897,90,2
2024-11-07 14:02:36,Calibration4,worker4,2024-11-07T22:02:36.701927Z,0.2072888434822793,90,2
2024-11-07 14:02:41,Calibration4,worker4,2024-11-07T22:02:41.701859Z,0.2057658825470662,90,2
2024-11-07 14:02:46,Calibration4,worker4,2024-11-07T22:02:46.702276Z,0.2079244862824668,90,2
2024-11-07 14:02:51,Calibration4,worker4,2024-11-07T22:02:51.701724Z,0.2058193873974136,90,2
2024-11-07 14:02:56,Calibration4,worker4,2024-11-07T22:02:56.702144Z,0.2034421471285344,90,2
2024-11-07 14:03:01,Calibration4,worker4,2024-11-07T22:03:01.701736Z,0.20846439165342268,90,2
2024-11-07 14:03:06,Calibration4,worker4,2024-11-07T22:03:06.702009Z,0.20597035863572588,90,2
2024-11-07 14:03:11,Calibration4,worker4,2024-11-07T22:03:11.702274Z,0.20409134996399392,90,2
2024-11-07 14:03:16,Calibration4,worker4,2024-11-07T22:03:16.701820Z,0.20567284471872685,90,2
2024-11-07 14:03:21,Calibration4,worker4,2024-11-07T22:03:21.701841Z,0.20800517980731328,90,2
2024-11-07 14:03:26,Calibration4,worker4,2024-11-07T22:03:26.701914Z,0.20783857275530188,90,2
2024-11-07 14:03:31,Calibration4,worker4,2024-11-07T22:03:31.702116Z,0.20771475756442237,90,2
2024-11-07 14:03:36,Calibration4,worker4,2024-11-07T22:03:36.701746Z,0.20493026172889894,90,2
2024-11-07 14:03:41,Calibration4,worker4,2024-11-07T22:03:41.701991Z,0.20649882276630446,90,2
2024-11-07 14:03:46,Calibration4,worker4,2024-11-07T22:03:46.701838Z,0.20476304265167275,90,2
2024-11-07 14:03:51,Calibration4,worker4,2024-11-07T22:03:51.701790Z,0.20463514449261339,90,2
2024-11-07 14:03:56,Calibration4,worker4,2024-11-07T22:03:56.702117Z,0.20890793300466182,90,2
2024-11-07 14:04:01,Calibration4,worker4,2024-11-07T22:04:01.702084Z,0.20444782193383162,90,2
2024-11-07 14:04:06,Calibration4,worker4,2024-11-07T22:04:06.701820Z,0.2064085746980854,90,2
2024-11-07 14:04:11,Calibration4,worker4,2024-11-07T22:04:11.702089Z,0.20488344277687273,90,2
2024-11-07 14:04:16,Calibration4,worker4,2024-11-07T22:04:16.701523Z,0.20521185027821068,90,2
2024-11-07 14:04:21,Calibration4,worker4,2024-11-07T22:04:21.701633Z,0.20673398801090428,90,2
2024-11-07 14:04:26,Calibration4,worker4,2024-11-07T22:04:26.701870Z,0.2050508011006214,90,2
2024-11-07 14:04:31,Calibration4,worker4,2024-11-07T22:04:31.702040Z,0.20659000607905248,90,2
2024-11-07 14:05:04,Calibration4,worker5,2024-11-07T22:05:04.572761Z,0.41861975259357465,90,2
2024-11-07 14:05:09,Calibration4,worker5,2024-11-07T22:05:09.564503Z,0.42423477247107244,90,2
2024-11-07 14:05:14,Calibration4,worker5,2024-11-07T22:05:14.564526Z,0.40884550920768215,90,2
2024-11-07 14:05:19,Calibration4,worker5,2024-11-07T22:05:19.564433Z,0.3985507642697009,90,2
2024-11-07 14:05:24,Calibration4,worker5,2024-11-07T22:05:24.564451Z,0.3930832224957836,90,2
2024-11-07 14:05:29,Calibration4,worker5,2024-11-07T22:05:29.564346Z,0.39485240360034085,90,2
2024-11-07 14:05:34,Calibration4,worker5,2024-11-07T22:05:34.564727Z,0.40093769076304064,90,2
2024-11-07 14:05:39,Calibration4,worker5,2024-11-07T22:05:39.564692Z,0.4006115479171066,90,2
2024-11-07 14:05:44,Calibration4,worker5,2024-11-07T22:05:44.564072Z,0.393769889667069,90,2
2024-11-07 14:05:49,Calibration4,worker5,2024-11-07T22:05:49.564424Z,0.3900900643103434,90,2
2024-11-07 14:05:54,Calibration4,worker5,2024-11-07T22:05:54.564808Z,0.39605001313035176,90,2
2024-11-07 14:05:59,Calibration4,worker5,2024-11-07T22:05:59.564828Z,0.3878999157168453,90,2
2024-11-07 14:06:04,Calibration4,worker5,2024-11-07T22:06:04.564530Z,0.38175912475518015,90,2
2024-11-07 14:06:09,Calibration4,worker5,2024-11-07T22:06:09.564393Z,0.4037195113698818,90,2
2024-11-07 14:06:14,Calibration4,worker5,2024-11-07T22:06:14.564425Z,0.3935708716817583,90,2
2024-11-07 14:06:19,Calibration4,worker5,2024-11-07T22:06:19.564641Z,0.39599948797526935,90,2
2024-11-07 14:06:24,Calibration4,worker5,2024-11-07T22:06:24.564482Z,0.3935569317054752,90,2
2024-11-07 14:06:29,Calibration4,worker5,2024-11-07T22:06:29.564587Z,0.3912671403770083,90,2
2024-11-07 14:06:34,Calibration4,worker5,2024-11-07T22:06:34.564332Z,0.40007578310800845,90,2
2024-11-07 14:06:39,Calibration4,worker5,2024-11-07T22:06:39.564317Z,0.3876983737466638,90,2
2024-11-07 14:06:44,Calibration4,worker5,2024-11-07T22:06:44.564553Z,0.38532926763422737,90,2
2024-11-07 14:06:49,Calibration4,worker5,2024-11-07T22:06:49.564242Z,0.38651302853589736,90,2
2024-11-07 14:06:54,Calibration4,worker5,2024-11-07T22:06:54.564332Z,0.3880619556044335,90,2
2024-11-07 14:06:59,Calibration4,worker5,2024-11-07T22:06:59.564560Z,0.39101246898929154,90,2
2024-11-07 14:07:04,Calibration4,worker5,2024-11-07T22:07:04.564310Z,0.3915954548292237,90,2
2024-11-07 14:07:09,Calibration4,worker5,2024-11-07T22:07:09.564503Z,0.3865617610367095,90,2
2024-11-07 14:07:14,Calibration4,worker5,2024-11-07T22:07:14.564326Z,0.38666382744791616,90,2
2024-11-07 14:07:19,Calibration4,worker5,2024-11-07T22:07:19.564895Z,0.3965151837903361,90,2
2024-11-07 14:07:24,Calibration4,worker5,2024-11-07T22:07:24.564649Z,0.39900864028252536,90,2
2024-11-07 14:07:29,Calibration4,worker5,2024-11-07T22:07:29.564583Z,0.39581443067399114,90,2
2024-11-07 14:07:34,Calibration4,worker5,2024-11-07T22:07:34.564528Z,0.39288605328157544,90,2
2024-11-07 14:07:39,Calibration4,worker5,2024-11-07T22:07:39.564465Z,0.3925252559233853,90,2
2024-11-07 14:07:44,Calibration4,worker5,2024-11-07T22:07:44.564530Z,0.38675621782012215,90,2
2024-11-07 14:07:49,Calibration4,worker5,2024-11-07T22:07:49.564662Z,0.39590889707777566,90,2
2024-11-07 14:07:54,Calibration4,worker5,2024-11-07T22:07:54.565001Z,0.39569423086848987,90,2
2024-11-07 14:07:59,Calibration4,worker5,2024-11-07T22:07:59.565169Z,0.3947777500502259,90,2
2024-11-07 14:08:04,Calibration4,worker5,2024-11-07T22:08:04.564779Z,0.3846744353052782,90,2
